,edge_id
WayPoint3_WayPoint1,511
WayPoint1_WayPoint3,459
WayPoint2_WayPoint1,382
WayPoint3_WayPoint10,300
WayPoint10_WayPoint3,280
WayPoint11_WayPoint1,218
WayPoint1_WayPoint2,195
WayPoint7_WayPoint10,125
WayPoint12_WayPoint2,100
WayPoint10_WayPoint7,81
WayPoint1_WayPoint11,52
WayPoint2_WayPoint12,36
WayPoint8_WayPoint11,20
WayPoint11_WayPoint8,18
WayPoint12_WayPoint9,12
WayPoint9_WayPoint12,12
WayPoint4_WayPoint7,1
